b_3	a_3	x_3	y_3		Forward info on b and a per 3 sink:			period 3 sink + tangent together:		-0.27695,1.2059761555840738
-0.2999 ,	1.173198507953394 ,	-0.02657353254957902 ,	-0.7497528011518759 ,		b	a	x	y		
-0.6234499999999644 ,	0.9280675842244629 ,	-0.1447111935525379 ,	-0.5770844239648492 ,							
-0.6234999999999644 ,	0.9280608989650798 ,	-0.14473655826578957 ,	-0.5770479437076601 ,							
-0.6235499999999644 ,	0.9280542176211307 ,	-0.14476193044873314 ,	-0.5770114685688617 ,							
-0.6235999999999644 ,	0.9280475362771816 ,	-0.14478730263167672 ,	-0.5769749934300632 ,							
-0.6236499999999644 ,	0.9280408788472823 ,	-0.14481266993964245 ,	-0.5769385091198125 ,							
-0.6236999999999644 ,	0.9280342253364042 ,	-0.14483804472249276 ,	-0.57690202993248 ,							
-0.6237499999999644 ,	0.9280275718255262 ,	-0.14486341950534307 ,	-0.5768655507451474 ,							
-0.6237999999999644 ,	0.9280209422224256 ,	-0.14488878940007296 ,	-0.5768290623892096 ,							
-0.6238499999999644 ,	0.9280143165419306 ,	-0.14491416677490265 ,	-0.5767925791607375 ,							
-0.6238999999999644 ,	0.9280076908614355 ,	-0.14493954414973234 ,	-0.5767560959322653 ,							
-0.6239499999999644 ,	0.9280010890825022 ,	-0.14496491662335806 ,	-0.5767196035380681 ,							
-0.6239999999999644 ,	0.927994491229726 ,	-0.1449902965822607 ,	-0.5766831162758614 ,							
-0.6240499999999644 ,	0.9279878933769498 ,	-0.14501567654116335 ,	-0.5766466290136548 ,							
-0.6240999999999643 ,	0.9279813194194911 ,	-0.14504105158577418 ,	-0.5766101325886028 ,							
-0.6241499999999643 ,	0.9279747493917666 ,	-0.14506643412084874 ,	-0.5765736413000707 ,							
-0.6241999999999643 ,	0.9279681793640421 ,	-0.1450918166559233 ,	-0.5765371500115386 ,							
-0.6242499999999643 ,	0.9279616332253731 ,	-0.14511719426359673 ,	-0.5765006495630243 ,							
-0.6242999999999643 ,	0.9279550910200215 ,	-0.14514257936692587 ,	-0.576464154255564 ,							
-0.6243499999999643 ,	0.9279485488146699 ,	-0.145167964470255 ,	-0.5764276589481037 ,							
-0.6243999999999643 ,	0.9279420304921253 ,	-0.1451933446330959 ,	-0.5763911544835355 ,							
-0.6244499999999643 ,	0.9279355161064888 ,	-0.14521873229678184 ,	-0.5763546551645544 ,							
-0.6244999999999643 ,	0.9279290017208524 ,	-0.14524411996046777 ,	-0.5763181558455733 ,							
-0.6245499999999643 ,	0.9279225112117171 ,	-0.14526950267054434 ,	-0.57628164737234 ,							
-0.6245999999999643 ,	0.9279160246430989 ,	-0.14529489288667122 ,	-0.5762451440492365 ,							
-0.6246499999999643 ,	0.9279095380744806 ,	-0.1453202831027981 ,	-0.5762086407261331 ,							
-0.6246999999999643 ,	0.9279030753761173 ,	-0.14534566835220983 ,	-0.5761721282516316 ,							
-0.6247499999999643 ,	0.9278966166218395 ,	-0.14537106111285453 ,	-0.5761356209317942 ,							
-0.6247999999999643 ,	0.9278901578675618 ,	-0.14539645387349923 ,	-0.5760991136119568 ,							
-0.6248499999999643 ,	0.9278837229772948 ,	-0.14542184165435462 ,	-0.5760625971435964 ,							
-0.6248999999999643 ,	0.9278772920346903 ,	-0.14544723695161366 ,	-0.5760260858344262 ,							
-0.6249499999999643 ,	0.9278708610920857 ,	-0.1454726322488727 ,	-0.5759895745252559 ,							
-0.6249999999999643 ,	0.9278644540072106 ,	-0.14549802255324615 ,	-0.5759530540704233 ,							
-0.6250499999999642 ,	0.9278580508735845 ,	-0.1455234203792064 ,	-0.5759165387793164 ,							
-0.6250999999999642 ,	0.9278516477399584 ,	-0.14554881820516666 ,	-0.5758800234882094 ,							
-0.6251499999999642 ,	0.9278452684578231 ,	-0.14557421102514634 ,	-0.5758434990542917 ,							
-0.6251999999999642 ,	0.927838893130494 ,	-0.14559961137188118 ,	-0.5758069797886303 ,							
-0.6252499999999642 ,	0.9278325178031648 ,	-0.14562501171861603 ,	-0.5757704605229689 ,							
-0.6252999999999642 ,	0.9278261663210837 ,	-0.1456504070463161 ,	-0.5757339321173783 ,							
-0.6253499999999642 ,	0.9278198187973866 ,	-0.1456758099059288 ,	-0.5756974088845634 ,							
-0.6253999999999642 ,	0.9278134712736895 ,	-0.1457012127655415 ,	-0.5756608856517486 ,							
-0.6254499999999642 ,	0.9278071475889543 ,	-0.14572661059300754 ,	-0.575624353281846 ,							
-0.6254999999999642 ,	0.9278008278661857 ,	-0.14575201595756757 ,	-0.5755878260892583 ,							
-0.6255499999999642 ,	0.927794508143417 ,	-0.1457774213221276 ,	-0.5755512988966706 ,							
-0.6255999999999642 ,	0.92778821225337 ,	-0.14580282164148808 ,	-0.5755147625698712 ,							
-0.6256499999999642 ,	0.9277819203288524 ,	-0.14582822950307528 ,	-0.5754782314248938 ,							
-0.6256999999999642 ,	0.9277756284043348 ,	-0.14585363736466248 ,	-0.5754417002799165 ,							
-0.6257499999999642 ,	0.9277693603062896 ,	-0.14587904016800102 ,	-0.575405160003603 ,							
-0.6257999999999642 ,	0.9277630961773451 ,	-0.14590445051872525 ,	-0.57536862491364 ,							
-0.6258499999999642 ,	0.9277568320484005 ,	-0.14592986086944948 ,	-0.5753320898236771 ,							
-0.6258999999999642 ,	0.9277505917396449 ,	-0.14595526614880736 ,	-0.575295545605205 ,							
-0.6259499999999641 ,	0.9277443554035767 ,	-0.14598067898072153 ,	-0.5752590065776179 ,							
-0.6259999999999641 ,	0.9277381190675085 ,	-0.1460060918126357 ,	-0.5752224675500307 ,							
-0.6260499999999641 ,	0.9277319065453793 ,	-0.1460314995601526 ,	-0.5751859193968211 ,							
-0.6260999999999641 ,	0.9277256979995305 ,	-0.14605691486537928 ,	-0.5751493764390176 ,							
-0.6261499999999641 ,	0.9277194894536818 ,	-0.14608233017060596 ,	-0.5751128334812142 ,							
-0.6261999999999641 ,	0.9277133047154262 ,	-0.14610774037828864 ,	-0.5750762814005992 ,							
-0.6262499999999641 ,	0.9277071239570631 ,	-0.14613315814886552 ,	-0.575039734519934 ,							
-0.6262999999999641 ,	0.9277009431987 ,	-0.1461585759194424 ,	-0.5750031876392687 ,							
-0.6263499999999641 ,	0.9276947862417203 ,	-0.1461839885794611 ,	-0.5749666316386763 ,							
-0.6263999999999641 ,	0.927688633268172 ,	-0.14620940880748712 ,	-0.5749300808425386 ,							
-0.6264499999999641 ,	0.9276824802946236 ,	-0.14623482903551313 ,	-0.5748935300464009 ,							
-0.6264999999999641 ,	0.9276763511161905 ,	-0.1462602441399147 ,	-0.5748569701331876 ,							
-0.6265499999999641 ,	0.9276702259247775 ,	-0.14628566681748542 ,	-0.5748204154289631 ,							
-0.6265999999999641 ,	0.9276641007333646 ,	-0.14631108949505614 ,	-0.5747838607247386 ,							
-0.6266499999999641 ,	0.9276579993307607 ,	-0.14633650703589532 ,	-0.5747472969062634 ,							
-0.6266999999999641 ,	0.9276519019187619 ,	-0.14636193215505988 ,	-0.5747107383013091 ,							
-0.6267499999999641 ,	0.9276458045067631 ,	-0.14638735727422444 ,	-0.5746741796963549 ,							
-0.626799999999964 ,	0.9276397308773484 ,	-0.14641277724364893 ,	-0.5746376119800325 ,							
-0.626849999999964 ,	0.9276336612420998 ,	-0.14643820479651848 ,	-0.5746010494817408 ,							
-0.626899999999964 ,	0.9276275916068512 ,	-0.14646363234938803 ,	-0.5745644869834492 ,							
-0.626949999999964 ,	0.927621545747875 ,	-0.14648905473941373 ,	-0.5745279153766111 ,							
-0.626999999999964 ,	0.9276155038866724 ,	-0.14651448471804274 ,	-0.5744913489923368 ,							
-0.627049999999964 ,	0.9276094620254697 ,	-0.14653991469667174 ,	-0.5744547826080625 ,							
-0.627099999999964 ,	0.9276034439342633 ,	-0.14656533949942402 ,	-0.5744182071181088 ,							
-0.627149999999964 ,	0.9275974298444005 ,	-0.1465907718958851 ,	-0.574381636855219 ,							
-0.627199999999964 ,	0.9275914157545377 ,	-0.14661620429234618 ,	-0.5743450665923293 ,							
-0.627249999999964 ,	0.927585425428427 ,	-0.1466416314999148 ,	-0.5743084872266317 ,							
-0.627299999999964 ,	0.9275794391072297 ,	-0.1466670663063356 ,	-0.57427191309253 ,							
-0.627349999999964 ,	0.9275734527860324 ,	-0.14669250111275642 ,	-0.5742353389584283 ,							
-0.627399999999964 ,	0.9275674902222601 ,	-0.1467179307171358 ,	-0.574198755724298 ,							
-0.627449999999964 ,	0.9275615316669927 ,	-0.14674336792551834 ,	-0.5741621777262991 ,							
-0.627499999999964 ,	0.9275555731117253 ,	-0.1467688051339009 ,	-0.5741255997283001 ,							
-0.627549999999964 ,	0.9275496383076841 ,	-0.14679423712730771 ,	-0.5740890126331925 ,							
-0.627599999999964 ,	0.927543707515696 ,	-0.1468196767298105 ,	-0.5740524307787155 ,							
-0.627649999999964 ,	0.927537776723708 ,	-0.14684511633231329 ,	-0.5740158489242385 ,							
-0.627699999999964 ,	0.927531869676583 ,	-0.14687055070668137 ,	-0.573979257975426 ,							
-0.627749999999964 ,	0.9275259666451302 ,	-0.14689599269529996 ,	-0.5739426722717798 ,							
-0.6277999999999639 ,	0.9275200636136774 ,	-0.14692143468391855 ,	-0.5739060865681335 ,							
-0.6278499999999639 ,	0.9275141843208778 ,	-0.14694687143146978 ,	-0.573869491773068 ,							
-0.6278999999999639 ,	0.9275083090472972 ,	-0.14697231579835823 ,	-0.5738329022276679 ,							
-0.6279499999999639 ,	0.9275024337737166 ,	-0.14699776016524668 ,	-0.5737963126822678 ,							
-0.6279999999999639 ,	0.9274965822324496 ,	-0.14702319927791388 ,	-0.5737597140482135 ,							
-0.6280499999999639 ,	0.9274907347140166 ,	-0.14704864601509082 ,	-0.5737231206683785 ,							
-0.6280999999999639 ,	0.9274848871955835 ,	-0.14707409275226777 ,	-0.5736865272885435 ,							
-0.6281499999999639 ,	0.9274790634032009 ,	-0.14709953422223748 ,	-0.5736499248229345 ,							
-0.6281999999999639 ,	0.9274732436372244 ,	-0.14712498332180868 ,	-0.5736133276160443 ,							
-0.6282499999999639 ,	0.9274674238712479 ,	-0.14715043242137987 ,	-0.5735767304091541 ,							
-0.6282999999999639 ,	0.9274616278250218 ,	-0.14717587624066616 ,	-0.5735401241193016 ,							
-0.6283499999999639 ,	0.9274558358087929 ,	-0.14720132769468838 ,	-0.5735035230926995 ,							
-0.6283999999999639 ,	0.9274500437925639 ,	-0.1472267791487106 ,	-0.5734669220660974 ,							
-0.6284499999999639 ,	0.9274442754897967 ,	-0.14725222530943005 ,	-0.5734303119593863 ,							
-0.6284999999999639 ,	0.9274385112205901 ,	-0.14727767910997847 ,	-0.5733937071204322 ,							
-0.6285499999999639 ,	0.9274327469513834 ,	-0.14730313291052688 ,	-0.5733571022814782 ,							
-0.6285999999999639 ,	0.9274270063893998 ,	-0.1473285814047608 ,	-0.5733204883652581 ,							
-0.6286499999999638 ,	0.927421269864539 ,	-0.14735403754392384 ,	-0.5732838797213106 ,							
-0.6286999999999638 ,	0.9274155333396782 ,	-0.1473794936830869 ,	-0.5732472710773631 ,							
-0.6287499999999638 ,	0.9274098205157235 ,	-0.14740494450287256 ,	-0.5732106533589647 ,							
-0.6287999999999638 ,	0.9274041117324824 ,	-0.14743040297269638 ,	-0.573174040917356 ,							
-0.6288499999999638 ,	0.9273984029492413 ,	-0.1474558614425202 ,	-0.5731374284757473 ,							
-0.6288999999999638 ,	0.9273927178606416 ,	-0.14748131457999242 ,	-0.5731008069625617 ,							
-0.6289499999999638 ,	0.9273870368163366 ,	-0.14750677537259338 ,	-0.5730641907306712 ,							
-0.6289999999999638 ,	0.9273813557720316 ,	-0.14753223616519434 ,	-0.5730275744987806 ,							
-0.6290499999999638 ,	0.9273756984160322 ,	-0.14755769161233587 ,	-0.5729909491980906 ,							
-0.6290999999999638 ,	0.9273700451079296 ,	-0.14758315471974298 ,	-0.5729543291832354 ,							
-0.6291499999999638 ,	0.9273643917998271 ,	-0.1476086178271501 ,	-0.5729177091683803 ,							
-0.6291999999999638 ,	0.9273587621737641 ,	-0.14763407557612643 ,	-0.5728810800875952 ,							
-0.6292499999999638 ,	0.9273531365991726 ,	-0.1476595409904437 ,	-0.5728444562971435 ,							
-0.6292999999999638 ,	0.9273475110245811 ,	-0.14768500640476098 ,	-0.5728078325066919 ,							
-0.6293499999999638 ,	0.9273419091257037 ,	-0.14771046644758523 ,	-0.572771199653115 ,							
-0.6293999999999638 ,	0.9273363112818873 ,	-0.14773593416086225 ,	-0.5727345720943974 ,							
-0.6294499999999638 ,	0.9273307134380709 ,	-0.14776140187413928 ,	-0.5726979445356798 ,							
-0.6294999999999638 ,	0.9273251392637145 ,	-0.14778686420292952 ,	-0.5726613079166797 ,							
-0.6295499999999637 ,	0.9273195691479786 ,	-0.14781233420724688 ,	-0.5726246765970424 ,							
-0.6295999999999637 ,	0.9273139990322428 ,	-0.14783780421156423 ,	-0.5725880452774051 ,							
-0.6296499999999637 ,	0.9273084525796624 ,	-0.14786326881837553 ,	-0.5725514049003129 ,							
-0.6296999999999637 ,	0.9273029101892771 ,	-0.14788874110578987 ,	-0.5725147698270886 ,							
-0.6297499999999637 ,	0.9272973677988918 ,	-0.1479142133932042 ,	-0.5724781347538643 ,							
-0.6297999999999637 ,	0.9272918490654001 ,	-0.14793968027014281 ,	-0.5724414906260406 ,							
-0.6298499999999637 ,	0.9272863343976785 ,	-0.14796515483275152 ,	-0.5724048518065826 ,							
-0.6298999999999637 ,	0.9272808197299569 ,	-0.14799062939536023 ,	-0.5723682129871247 ,							
-0.6299499999999637 ,	0.9272753287127976 ,	-0.14801609853443481 ,	-0.5723315651158641 ,							
-0.6299999999999637 ,	0.9272698417650127 ,	-0.14804157536429546 ,	-0.5722949225575016 ,							
-0.6300499999999637 ,	0.9272643548172278 ,	-0.1480670521941561 ,	-0.572258279999139 ,							
-0.6300999999999637 ,	0.9272588915136913 ,	-0.1480925235874781 ,	-0.5722216283918075 ,							
-0.6301499999999637 ,	0.9272534322831318 ,	-0.14811800267666886 ,	-0.5721849821018815 ,							
-0.6301999999999637 ,	0.9272479730525723 ,	-0.14814348176585962 ,	-0.5721483358119556 ,							
-0.6302499999999637 ,	0.9272425374599467 ,	-0.14816895540547265 ,	-0.5721116804758603 ,							
-0.6302999999999637 ,	0.9272371059438708 ,	-0.14819443674604255 ,	-0.5720750304616932 ,							
-0.6303499999999637 ,	0.9272316744277949 ,	-0.14821991808661245 ,	-0.5720383804475261 ,							
-0.6303999999999637 ,	0.9272262665434008 ,	-0.14824539396463934 ,	-0.5720017213900319 ,							
-0.6304499999999637 ,	0.9272208627390977 ,	-0.1482708775486612 ,	-0.5719650676589555 ,							
-0.6304999999999636 ,	0.9272154589347945 ,	-0.14829636113268305 ,	-0.5719284139278791 ,							
-0.6305499999999636 ,	0.9272100787558958 ,	-0.14832183924119013 ,	-0.5718917511563167 ,							
-0.6305999999999636 ,	0.9272047026606587 ,	-0.14834732506074455 ,	-0.571855093715667 ,							
-0.6306499999999636 ,	0.9271993265654216 ,	-0.14837281088029897 ,	-0.5718184362750173 ,							
-0.6306999999999636 ,	0.9271939740892778 ,	-0.14839829121133175 ,	-0.5717817697966979 ,							
-0.6307499999999636 ,	0.927188625700388 ,	-0.14842377925849326 ,	-0.5717451086538077 ,							
-0.6307999999999636 ,	0.9271832773114981 ,	-0.14844926730565478 ,	-0.5717084475109174 ,							
-0.6308499999999636 ,	0.9271779525353848 ,	-0.14847474985127124 ,	-0.5716717773331572 ,							
-0.6308999999999636 ,	0.9271726318501128 ,	-0.1485002401180996 ,	-0.5716351124953469 ,							
-0.6309499999999636 ,	0.9271673111648407 ,	-0.14852573038492795 ,	-0.5715984476575366 ,							
-0.6309999999999636 ,	0.927162014086051 ,	-0.1485512151372193 ,	-0.5715617737876743 ,							
-0.6310499999999636 ,	0.9271567211016764 ,	-0.14857670761578118 ,	-0.5715251052622656 ,							
-0.6310999999999636 ,	0.9271514281173017 ,	-0.14860220009434305 ,	-0.571488436736857 ,							
-0.6311499999999636 ,	0.9271461587331028 ,	-0.1486276870453867 ,	-0.5714517591822231 ,							
-0.6311999999999636 ,	0.9271408934469043 ,	-0.14865318172775455 ,	-0.5714150869765431 ,							
-0.6312499999999636 ,	0.9271356281607058 ,	-0.1486786764101224 ,	-0.571378414770863 ,							
-0.6312999999999636 ,	0.9271303864683796 ,	-0.14870416555197427 ,	-0.5713417335387646 ,							
-0.6313499999999636 ,	0.9271251488776229 ,	-0.1487296624302038 ,	-0.5713050576601255 ,							
-0.6313999999999635 ,	0.9271199112868661 ,	-0.14875515930843333 ,	-0.5712683817814864 ,							
-0.6314499999999635 ,	0.9271146972837004 ,	-0.1487806506331912 ,	-0.5712316968792625 ,							
-0.6314999999999635 ,	0.9271094873856751 ,	-0.14880614969937261 ,	-0.5711950173349987 ,							
-0.6315499999999635 ,	0.9271042774876498 ,	-0.14883164876555402 ,	-0.5711583377907349 ,							
-0.6315999999999635 ,	0.9270990911708851 ,	-0.1488571422652475 ,	-0.5711216492256777 ,							
-0.6316499999999635 ,	0.9270939089628613 ,	-0.14888264351143096 ,	-0.571084966023093 ,							
-0.6316999999999635 ,	0.9270887267548374 ,	-0.14890814475761444 ,	-0.5710482828205083 ,							
-0.6317499999999635 ,	0.9270835681217634 ,	-0.14893364042433838 ,	-0.5710115905999504 ,							
-0.6317999999999635 ,	0.9270784136010197 ,	-0.14895914384259923 ,	-0.5709749037463653 ,							
-0.6318499999999635 ,	0.927073259080276 ,	-0.14898464726086008 ,	-0.5709382168927801 ,							
-0.6318999999999635 ,	0.9270681281281516 ,	-0.14901014508667051 ,	-0.5709015210240266 ,							
-0.6319499999999635 ,	0.9270630012919445 ,	-0.1490356506690711 ,	-0.5708648305267546 ,							
-0.6319999999999635 ,	0.9270578744557374 ,	-0.14906115625147168 ,	-0.5708281400294827 ,							
-0.6320499999999635 ,	0.9270527711818514 ,	-0.14908665622845796 ,	-0.5707914405198582 ,							
-0.6320999999999635 ,	0.9270476720274696 ,	-0.14911216396706986 ,	-0.5707547463862098 ,							
-0.6321499999999635 ,	0.9270425728730879 ,	-0.14913767170568176 ,	-0.5707180522525614 ,							
-0.6321999999999635 ,	0.9270374972746893 ,	-0.1491631738258902 ,	-0.5706813491093635 ,							
-0.6322499999999635 ,	0.9270324257993835 ,	-0.14918868371277366 ,	-0.5706446513466494 ,							
-0.6322999999999634 ,	0.9270273543240777 ,	-0.14921419359965712 ,	-0.5706079535839353 ,							
-0.6323499999999634 ,	0.9270223063984669 ,	-0.14923969785517607 ,	-0.5705712468144786 ,							
-0.6323999999999634 ,	0.9270172625995107 ,	-0.14926520988239741 ,	-0.5705345454300041 ,							
-0.6324499999999634 ,	0.9270122188005544 ,	-0.14929072190961876 ,	-0.5704978440455297 ,							
-0.6324999999999634 ,	0.9270071985449913 ,	-0.1493162282925165 ,	-0.5704611336571246 ,							
-0.6325499999999634 ,	0.9270021824196618 ,	-0.14934174245214663 ,	-0.5704244286581979 ,							
-0.6325999999999634 ,	0.9269971662943324 ,	-0.14936725661177674 ,	-0.5703877236592712 ,							
-0.6326499999999634 ,	0.9269921737060725 ,	-0.1493927651141073 ,	-0.5703510096592129 ,							
-0.6326999999999634 ,	0.9269871852516097 ,	-0.14941828139818913 ,	-0.5703143010531259 ,							
-0.6327499999999634 ,	0.926982196797147 ,	-0.14944379768227098 ,	-0.5702775924470388 ,							
-0.6327999999999634 ,	0.9269772318734995 ,	-0.14946930829615737 ,	-0.5702408748426635 ,							
-0.6328499999999634 ,	0.9269722710872083 ,	-0.14949482669680342 ,	-0.5702041626367487 ,							
-0.6328999999999634 ,	0.9269673103009171 ,	-0.14952034509744946 ,	-0.5701674504308338 ,							
-0.6329499999999634 ,	0.9269623730390674 ,	-0.1495458578148702 ,	-0.5701307292293865 ,							
-0.6329999999999634 ,	0.9269574399181966 ,	-0.14957137832411072 ,	-0.5700940134309177 ,							
-0.6330499999999634 ,	0.9269525067973258 ,	-0.14959689883335123 ,	-0.570057297632449 ,							
-0.6330999999999634 ,	0.9269475971945863 ,	-0.14962241364643272 ,	-0.570020572841268 ,							
-0.6331499999999634 ,	0.9269426917363992 ,	-0.14964793625634748 ,	-0.5699838534575564 ,							
-0.6331999999999633 ,	0.9269377862782121 ,	-0.14967345886626224 ,	-0.5699471340738449 ,							
-0.6332499999999633 ,	0.9269329043318394 ,	-0.1496989757670509 ,	-0.5699104057002099 ,							
-0.6332999999999633 ,	0.9269280265335941 ,	-0.14972450046969432 ,	-0.5698736827385452 ,							
-0.6333499999999633 ,	0.9269231487353488 ,	-0.14975002517233774 ,	-0.5698369597768805 ,							
-0.6333999999999633 ,	0.9269182944426104 ,	-0.14977554415292965 ,	-0.5698002278281078 ,							
-0.6334499999999633 ,	0.926913444301579 ,	-0.14980107094038253 ,	-0.5697635012957945 ,							
-0.6334999999999633 ,	0.9269085941605475 ,	-0.1498265977278354 ,	-0.5697267747634811 ,							
-0.6335499999999633 ,	0.9269037675186959 ,	-0.14985211878025842 ,	-0.5696900392468359 ,							
-0.6335999999999633 ,	0.9268989450321182 ,	-0.1498776476445577 ,	-0.5696533091511488 ,							
